age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
34,Private,30673,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,1156,1042882,476,0,0,1870,940832929,429422,0,0,1687015,196,0,0,770,0,0,0,0,0,3025,,,
35,Local-gov,102938,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,1225,3602830,315,0,0,1400,2006297252,926442,0,0,4117520,81,0,0,360,0,0,0,0,0,1600,,,
49,Private,151107,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,2401,7404243,441,0,0,1960,1358488969,1359963,0,0,6044280,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
43,Private,484861,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,38,United-States,<=50K,1849,20849023,430,174752,0,1634,-1133011959,4848610,1970475104,0,18424718,100,40640,0,380,16516096,0,154432,0,0,1444,,,
37,Private,82576,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,36,United-States,>50K,1369,3055312,555,521108,0,1332,-1771138816,1238640,1163000384,0,2972736,225,211260,0,540,198359056,0,507024,0,0,1296,Divorced,10.82,15.09
41,Local-gov,208174,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K,1681,8535134,574,0,0,2255,386741316,2914436,0,0,11449570,196,0,0,770,0,0,0,0,0,3025,Divorced,10.82,15.09
30,Private,96287,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,900,2888610,420,0,0,1350,681251777,1348018,0,0,4332915,196,0,0,630,0,0,0,0,0,2025,Never-married,47.35,41.81
50,State-gov,54709,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,<=50K,2500,2735450,450,0,0,2300,-1301892615,492381,0,0,2516614,81,0,0,414,0,0,0,0,0,2116,Divorced,10.82,15.09
36,Private,329980,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,40,United-States,>50K,1296,11879280,468,1001808,0,1440,1512618000,4289740,592748848,0,13199200,169,361764,0,520,774397584,0,1113120,0,0,1600,Never-married,47.35,41.81
45,Self-emp-not-inc,155489,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K,2025,6997005,180,0,0,2925,-1592974655,621956,0,0,10106785,16,0,0,260,0,0,0,0,0,4225,,,
36,Private,220511,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1296,7938396,360,0,0,1440,1380460865,2205110,0,0,8820440,100,0,0,400,0,0,0,0,0,1600,,,
45,Private,187969,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K,2025,8458605,495,0,0,1710,972606593,2067659,0,0,7142822,121,0,0,418,0,0,0,0,0,1444,Never-married,47.35,41.81
41,?,277390,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,>50K,1681,11372990,533,0,0,1230,-364199228,3606070,0,0,8321700,169,0,0,390,0,0,0,0,0,900,,,
35,Private,172186,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,1225,6026510,350,0,0,1400,-416752476,1721860,0,0,6887440,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
34,Private,203051,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,27,United-States,<=50K,1156,6903734,442,0,0,918,-1719964359,2639663,0,0,5482377,169,0,0,351,0,0,0,0,0,729,,,
42,Private,366180,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1764,15379560,420,0,0,2310,943806224,3661800,0,0,20139900,100,0,0,550,0,0,0,0,0,3025,,,
35,Private,185325,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1225,6486375,455,0,0,1750,-14382743,2409225,0,0,9266250,169,0,0,650,0,0,0,0,0,2500,,,
36,Private,37778,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1296,1360008,360,0,0,1440,1427177284,377780,0,0,1511120,100,0,0,400,0,0,0,0,0,1600,,,
32,Private,237478,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,1024,7599296,224,0,0,1280,561225636,1662346,0,0,9499120,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
43,Private,598606,9th,5,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,50,United-States,<=50K,1849,25740058,215,0,0,2150,1846857668,2993030,0,0,29930300,25,0,0,250,0,0,0,0,0,2500,,,
30,Private,133602,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,900,4008060,390,0,0,1200,669625220,1736826,0,0,5344080,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Local-gov,190226,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,1225,6657910,315,0,0,1400,1826192708,1712034,0,0,7609040,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
34,Private,209101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,55,United-States,>50K,1156,7109434,442,176052,0,1870,773555241,2718313,1082724978,0,11500555,169,67314,0,715,26811684,0,284790,0,0,3025,,,
