age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
36,Private,86459,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,1296,3112524,396,0,67932,1800,-1114775911,951049,0,163148133,4322950,121,0,20757,550,0,0,0,3560769,94350,2500,,,
33,Private,183612,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1089,6059196,297,0,0,1320,-646371824,1652508,0,0,7344480,81,0,0,360,0,0,0,0,0,1600,,,
37,Private,356824,HS-grad,9,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,1369,13202488,333,0,0,1480,-1525651904,3211416,0,0,14272960,81,0,0,360,0,0,0,0,0,1600,,,
42,Private,572751,Preschool,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,<=50K,1764,24055542,42,0,0,1680,1626193505,572751,0,0,22910040,1,0,0,40,0,0,0,0,0,1600,,,
33,Local-gov,152351,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K,1089,5027583,330,128964,0,1320,1735990721,1523510,595387708,0,6094040,100,39080,0,400,15272464,0,156320,0,0,1600,,,
30,Private,87469,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,900,2624070,270,0,0,1200,-939108631,787221,0,0,3498760,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
33,Private,58305,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1089,1924065,363,0,0,1320,-895494271,641355,0,0,2332200,121,0,0,440,0,0,0,0,0,1600,,,
48,Private,155659,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K,2304,7471632,528,369024,0,1920,-1540079495,1712249,1196706392,0,6226360,121,84568,0,440,59105344,0,307520,0,0,1600,,,
43,Self-emp-inc,155293,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,1849,6677599,559,0,0,2580,-1653887927,2018809,0,0,9317580,169,0,0,780,0,0,0,0,0,3600,,,
47,Private,72896,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,2209,3426112,423,0,0,1880,1018859520,656064,0,0,2915840,81,0,0,360,0,0,0,0,0,1600,,,
32,Private,309513,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1024,9904416,288,0,0,1600,1309016657,2785617,0,0,15475650,81,0,0,450,0,0,0,0,0,2500,,,
44,Private,172479,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K,1936,7589076,572,338272,0,1760,-315765631,2242227,1326018552,0,6899160,169,99944,0,520,59105344,0,307520,0,0,1600,,,
45,Private,177543,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,28,United-States,<=50K,2025,7989435,405,0,0,1260,1456745777,1597887,0,0,4971204,81,0,0,252,0,0,0,0,0,784,Divorced,10.82,15.09
47,Private,149337,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,<=50K,2209,7018839,611,0,0,2820,826703089,1941381,0,0,8960220,169,0,0,780,0,0,0,0,0,3600,Never-married,47.35,41.81
35,State-gov,140752,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1225,4926320,315,0,0,1400,-1663710976,1266768,0,0,5630080,81,0,0,360,0,0,0,0,0,1600,,,
39,Private,346478,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,1521,13512642,390,0,0,1755,-212079804,3464780,0,0,15591510,100,0,0,450,0,0,0,0,0,2025,Never-married,47.35,41.81
45,?,51164,Some-college,10,Married-civ-spouse,?,Wife,Black,Female,0,0,40,United-States,<=50K,2025,2302380,450,0,0,1800,-1677212400,511640,0,0,2046560,100,0,0,400,0,0,0,0,0,1600,,,
50,Private,69345,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,55,United-States,>50K,2500,3467250,550,155150,0,2750,513761729,762795,215177535,0,3813975,121,34133,0,605,9628609,0,170665,0,0,3025,,,
42,Private,272910,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,1764,11462220,378,0,0,1680,1465424068,2456190,0,0,10916400,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Private,200671,Bachelors,13,Divorced,Transport-moving,Own-child,Black,Male,6497,0,40,United-States,<=50K,1681,8227511,533,266377,0,1640,1614144577,2608723,1303759487,0,8026840,169,84461,0,520,42211009,0,259880,0,0,1600,Divorced,10.82,15.09
32,Private,229051,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,1024,7329632,320,0,0,1280,924753049,2290510,0,0,9162040,100,0,0,400,0,0,0,0,0,1600,,,
47,Self-emp-inc,337050,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,2209,15841350,470,0,0,1880,1933552804,3370500,0,0,13482000,100,0,0,400,0,0,0,0,0,1600,,,
31,Private,334744,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,961,10377064,279,0,0,1240,384395840,3012696,0,0,13389760,81,0,0,360,0,0,0,0,0,1600,,,
34,Private,25322,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,2339,40,?,<=50K,1156,860948,442,0,79526,1360,641203684,329186,0,59228158,1012880,169,0,30407,520,0,0,0,5470921,93560,1600,,,
33,Private,109996,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,1089,3629868,396,0,0,1320,-785781872,1319952,0,0,4399840,144,0,0,480,0,0,0,0,0,1600,,,
32,Private,313729,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,1024,10039328,288,0,0,1280,-358362367,2823561,0,0,12549160,81,0,0,360,0,0,0,0,0,1600,,,
46,Private,186820,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,5013,0,40,United-States,<=50K,2116,8593720,460,230598,0,1840,541974032,1868200,936528660,0,7472800,100,50130,0,400,25130169,0,200520,0,0,1600,,,
31,Private,91964,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K,961,2850884,310,0,0,1240,-132557296,919640,0,0,3678560,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
