age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
50,Private,175804,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,2500,8790200,650,0,0,2000,842275344,2285452,0,0,7032160,169,0,0,520,0,0,0,0,0,1600,,,
42,Private,121287,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,1764,5094054,378,0,0,1890,1825634481,1091583,0,0,5457915,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
46,Private,190115,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,2116,8745290,460,0,86802,1840,1783974857,1901150,0,358747005,7604600,100,0,18870,400,0,0,0,3560769,75480,1600,,,
31,Private,199655,Masters,14,Divorced,Other-service,Not-in-family,Other,Female,0,0,30,United-States,<=50K,961,6189305,434,0,0,930,1207413361,2795170,0,0,5989650,196,0,0,420,0,0,0,0,0,900,Divorced,10.82,15.09
47,Private,151087,HS-grad,9,Separated,Prof-specialty,Other-relative,Other,Female,0,0,40,Puerto-Rico,<=50K,2209,7101089,423,0,0,1880,1352445089,1359783,0,0,6043480,81,0,0,360,0,0,0,0,0,1600,,,
43,Private,212894,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1849,9154442,430,0,0,1720,-1920785020,2128940,0,0,8515760,100,0,0,400,0,0,0,0,0,1600,,,
33,Private,122116,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,1089,4029828,297,0,0,1485,2027415568,1099044,0,0,5495220,81,0,0,405,0,0,0,0,0,2025,,,
49,Private,124672,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,2401,6108928,441,0,0,1960,-1636761600,1122048,0,0,4986880,81,0,0,360,0,0,0,0,0,1600,,,
42,Private,26672,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K,1764,1120224,462,0,0,2520,711395584,293392,0,0,1600320,121,0,0,660,0,0,0,0,0,3600,Never-married,47.35,41.81
47,Self-emp-not-inc,199058,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,2209,9355726,705,0,0,1880,969381700,2985870,0,0,7962320,225,0,0,600,0,0,0,0,0,1600,Never-married,47.35,41.81
48,?,266337,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,2304,12784176,432,0,0,1920,-2079046463,2397033,0,0,10653480,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,29874,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1444,1135212,418,0,0,1520,892455876,328614,0,0,1194960,121,0,0,440,0,0,0,0,0,1600,,,
47,Federal-gov,227244,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K,2209,10680468,611,0,0,2350,100227984,2954172,0,0,11362200,169,0,0,650,0,0,0,0,0,2500,,,
45,Local-gov,189890,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,2025,8545050,405,0,0,1800,1698473732,1709010,0,0,7595600,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
36,State-gov,323726,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,1296,11654136,360,0,0,1440,1719307972,3237260,0,0,12949040,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
