age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
34,?,24504,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,1156,833136,306,0,0,1360,600446016,220536,0,0,980160,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
30,Private,162623,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,900,4878690,390,0,0,1200,676436353,2114099,0,0,6504920,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
47,Federal-gov,27067,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2209,1272149,423,0,0,1880,732622489,243603,0,0,1082680,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
43,State-gov,345969,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1849,14876667,645,0,0,2150,-564535327,5189535,0,0,17298450,225,0,0,750,0,0,0,0,0,2500,,,
32,Private,99646,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,1024,3188672,288,0,0,1600,1339390724,896814,0,0,4982300,81,0,0,450,0,0,0,0,0,2500,,,
41,Private,242089,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,1681,9925649,574,0,0,1845,-1522458223,3389246,0,0,10894005,196,0,0,630,0,0,0,0,0,2025,,,
33,Private,199170,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,1089,6572610,330,0,0,1320,1013983236,1991700,0,0,7966800,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
40,State-gov,345969,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1600,13838760,480,0,0,1600,-564535327,4151628,0,0,13838760,144,0,0,480,0,0,0,0,0,1600,,,
38,Self-emp-not-inc,163204,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,25,United-States,<=50K,1444,6201752,342,129618,0,950,865741840,1468836,556688844,0,4080100,81,30699,0,225,11634921,0,85275,0,0,625,,,
31,Private,182237,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States,>50K,961,5649347,372,135966,0,1395,-1149414199,2186844,799291482,0,8200665,144,52632,0,540,19236996,0,197370,0,0,2025,,,
34,Private,176992,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,1156,6017728,340,0,0,1360,1261396992,1769920,0,0,7079680,100,0,0,400,0,0,0,0,0,1600,,,
36,Private,184655,10th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,48,United-States,<=50K,1296,6647580,216,0,0,1728,-262269343,1107930,0,0,8863440,36,0,0,288,0,0,0,0,0,2304,Divorced,10.82,15.09
43,Private,211860,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,24,United-States,<=50K,1849,9109980,387,0,0,1032,1934986640,1906740,0,0,5084640,81,0,0,216,0,0,0,0,0,576,Never-married,47.35,41.81
38,Private,179262,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,1444,6811956,380,0,0,1140,2070093572,1792620,0,0,5377860,100,0,0,300,0,0,0,0,0,900,Divorced,10.82,15.09
41,Private,101739,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K,1681,4171299,492,0,0,2050,1760889529,1220868,0,0,5086950,144,0,0,600,0,0,0,0,0,2500,,,
32,Private,419691,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1024,13430112,256,0,0,1280,46876345,3357528,0,0,16787640,64,0,0,320,0,0,0,0,0,1600,,,
41,Private,173370,Bachelors,13,Separated,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K,1681,7108170,533,0,0,1230,-7614172,2253810,0,0,5201100,169,0,0,390,0,0,0,0,0,900,,,
36,Private,281021,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,1296,10116756,324,0,0,1620,1663391113,2529189,0,0,12645945,81,0,0,405,0,0,0,0,0,2025,Never-married,47.35,41.81
41,Federal-gov,19914,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K,1681,816474,533,0,0,1640,396567396,258882,0,0,796560,169,0,0,520,0,0,0,0,0,1600,,,
37,Private,233571,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,37,United-States,>50K,1369,8642127,407,0,0,1369,-1279162807,2569281,0,0,8642127,121,0,0,407,0,0,0,0,0,1369,,,
50,Private,113290,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,<=50K,2500,5664500,450,0,0,750,-50277788,1019610,0,0,1699350,81,0,0,135,0,0,0,0,0,225,,,
38,Private,169672,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1444,6447536,342,0,0,1520,-1276183488,1527048,0,0,6786880,81,0,0,360,0,0,0,0,0,1600,,,
35,?,129305,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,1225,4525675,315,0,0,1400,-460086159,1163745,0,0,5172200,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,204501,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1444,7771038,494,0,0,2090,-1129013959,2658513,0,0,11247555,169,0,0,715,0,0,0,0,0,3025,,,
50,Private,169646,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,2500,8482300,650,0,0,2000,-1285005756,2205398,0,0,6785840,169,0,0,520,0,0,0,0,0,1600,,,
47,?,89806,Some-college,10,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K,2209,4220882,470,0,0,1645,-524816956,898060,0,0,3143210,100,0,0,350,0,0,0,0,0,1225,Divorced,10.82,15.09
40,Self-emp-not-inc,204116,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,<=50K,1600,8164640,520,86960,0,1600,-1286331504,2653508,443748184,0,8164640,169,28262,0,520,4726276,0,86960,0,0,1600,,,
42,Private,153132,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,?,<=50K,1764,6431544,546,0,0,1890,1974572944,1990716,0,0,6890940,169,0,0,585,0,0,0,0,0,2025,Divorced,10.82,15.09
43,Private,173321,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1849,7452803,387,0,0,1720,-24602031,1559889,0,0,6932840,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,179579,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K,1444,6824002,380,0,0,1900,-2111121127,1795790,0,0,8978950,100,0,0,500,0,0,0,0,0,2500,,,
50,Local-gov,139296,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,2500,6964800,350,0,0,2000,-2071460864,975072,0,0,5571840,49,0,0,280,0,0,0,0,0,1600,Never-married,47.35,41.81
