age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
37,Private,245053,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,1504,40,United-States,<=50K,1369,9066961,370,0,55648,1480,-78569335,2450530,0,368559712,9802120,100,0,15040,400,0,0,0,2262016,60160,1600,Divorced,10.82,15.09
37,Federal-gov,334314,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1369,12369618,333,0,0,1480,96700900,3008826,0,0,13372560,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,112264,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,1296,4041504,324,0,0,1800,-281696192,1010376,0,0,5613200,81,0,0,450,0,0,0,0,0,2500,,,
41,Private,112507,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,1681,4612787,246,0,0,2460,-227076839,675042,0,0,6750420,36,0,0,360,0,0,0,0,0,3600,,,
41,Private,118619,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K,1681,4863379,533,0,0,2050,1185565273,1542047,0,0,5930950,169,0,0,650,0,0,0,0,0,2500,,,
45,Private,220641,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,2025,9928845,450,0,0,1800,1437810625,2206410,0,0,8825640,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
39,Private,28572,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1521,1114308,351,0,0,1560,816359184,257148,0,0,1142880,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,147700,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K,1089,4874100,297,0,0,1320,340453520,1329300,0,0,5908000,81,0,0,360,0,0,0,0,0,1600,,,
35,Federal-gov,245372,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,1225,8588020,315,0,0,1400,77876240,2208348,0,0,9814880,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
31,Private,379798,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,961,11773738,310,0,0,1240,-1782367260,3797980,0,0,15191920,100,0,0,400,0,0,0,0,0,1600,,,
34,Private,473133,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,1156,16086522,306,0,0,2040,516536297,4258197,0,0,28387980,81,0,0,540,0,0,0,0,0,3600,,,
36,?,98776,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K,1296,3555936,360,0,0,1080,1166763584,987760,0,0,2963280,100,0,0,300,0,0,0,0,0,900,Never-married,47.35,41.81
45,Private,232586,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,2025,10466370,450,0,0,2250,-1738327452,2325860,0,0,11629300,100,0,0,500,0,0,0,0,0,2500,,,
32,?,256371,12th,8,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K,1024,8203872,256,0,0,1280,1301580201,2050968,0,0,10254840,64,0,0,320,0,0,0,0,0,1600,Never-married,47.35,41.81
38,Private,104089,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,1444,3955382,418,0,0,1520,-2050381967,1144979,0,0,4163560,121,0,0,440,0,0,0,0,0,1600,Never-married,47.35,41.81
43,Private,166740,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K,1849,7169820,430,0,0,2064,2032423824,1667400,0,0,8003520,100,0,0,480,0,0,0,0,0,2304,Divorced,10.82,15.09
41,Private,359696,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,60,United-States,>50K,1681,14747536,533,615984,0,2460,532193536,4676048,1109105408,0,21581760,169,195312,0,780,225720576,0,901440,0,0,3600,,,
39,Self-emp-not-inc,274683,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K,1521,10712637,390,299832,0,1950,-1858660839,2746830,2111762904,0,13734150,100,76880,0,500,59105344,0,384400,0,0,2500,,,
43,Self-emp-inc,33729,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,1849,1450347,559,0,0,1935,1137645441,438477,0,0,1517805,169,0,0,585,0,0,0,0,0,2025,,,
39,Local-gov,116666,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,4650,0,48,United-States,<=50K,1521,4549974,351,181350,0,1872,726053668,1049994,542496900,0,5599968,81,41850,0,432,21622500,0,223200,0,0,2304,Never-married,47.35,41.81
49,Private,183013,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,2401,8967637,441,0,0,1960,-865980199,1647117,0,0,7320520,81,0,0,360,0,0,0,0,0,1600,,,
